@relation DATASET
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute f21 real
@attribute f22 real
@attribute f23 real
@attribute f24 real
@attribute f25 real
@attribute f26 real
@attribute f27 real
@attribute f28 real
@attribute f29 real
@attribute f30 real
@attribute f31 real
@attribute f32 real
@attribute f33 real
@attribute f34 real
@attribute f35 real
@attribute CLASS {car,noncar}

@data
-0.166,-0.082,-1.76,-0.055,-0.64,-0.004,-0.937,-0.745,-0.722,0.572,-0.558,0.378,-0.174,-1.078,1.161,0.161,-0.996,0.344,-0.75,-1.722,-0.975,0.137,-1.001,0.465,0.099,-1.527,-1.264,-0.212,-0.28,-0.044,-0.086,0.829,1.796,-0.041,1.394,0.094,car
-0.002,0.282,-0.95,-0.044,-1.527,0.004,-0.684,-1.552,-1.356,-0.112,-0.558,0.018,-0.162,-1.078,1.417,-0.014,-0.996,0.038,0.036,-0.62,-1.103,-0.334,-1.047,0.069,0.012,-0.759,1.808,0.323,-0.077,-0.058,-0.913,-1.411,-1.287,-0.0,-1.833,0.066,noncar
-0.224,0.525,0.509,-0.001,1.199,0.403,0.388,0.779,-0.088,0.044,0.529,-0.024,-0.023,1.148,-1.272,0.246,0.933,-0.002,0.071,0.276,1.222,0.153,1.189,0.059,0.0,0.562,-0.195,0.252,-0.28,0.176,-0.463,-0.627,0.011,-0.112,0.049,0.586,car
-0.589,-0.447,-1.76,0.138,-1.02,0.031,-0.395,-0.327,-0.342,-0.035,-0.341,0.13,-0.22,-0.867,0.777,0.378,-0.996,-0.01,-0.228,-1.653,-0.753,-0.021,-0.803,0.004,0.39,-1.773,-1.531,0.002,-1.093,0.098,-0.01,-1.075,1.958,0.549,1.528,-0.427,car
0.291,-1.054,0.022,0.147,-0.766,-0.429,-0.864,-1.462,-0.975,0.615,-0.341,0.102,-0.492,-0.597,0.521,-0.419,-0.611,0.0,-0.012,-0.207,-0.625,-0.091,-0.645,0.024,0.094,0.347,1.14,-0.378,0.33,0.323,0.092,-0.963,-1.287,0.043,-1.564,-0.968,noncar
0.697,-0.325,-0.626,-0.102,0.692,0.635,0.028,0.838,0.419,-0.085,0.094,0.109,-0.005,0.426,-0.632,-0.201,0.161,-0.799,-0.001,-0.758,0.426,0.091,0.363,0.002,0.002,-0.667,-0.863,0.122,0.94,-0.941,0.318,1.276,0.66,0.119,0.587,-0.456,car
-0.0,-0.568,-1.436,-0.325,-0.83,-0.138,-0.058,-0.805,-0.595,0.062,-0.341,-0.0,-0.001,-1.018,1.161,0.003,-0.996,0.226,-0.422,-1.516,-1.103,-0.047,-0.984,0.0,0.328,-1.435,-0.863,0.433,-0.687,0.406,0.143,2.62,0.66,-0.004,0.99,0.483,car
0.004,1.496,1.319,-0.074,1.009,0.082,-0.549,1.018,0.166,-0.732,0.529,0.008,-0.019,1.539,-1.4,0.317,1.704,-0.628,-0.745,1.309,1.254,-0.068,1.529,0.821,0.204,1.207,-0.195,-0.151,0.737,0.24,0.55,1.276,-0.151,0.976,0.184,0.145,car
0.483,-0.932,-1.112,0.025,0.438,0.009,-0.068,0.211,-0.342,-0.0,0.094,0.036,-0.003,0.005,-0.248,-0.001,-0.225,-0.063,0.003,-1.102,0.044,-0.013,-0.067,0.0,-0.004,-0.82,-0.73,-0.226,0.127,0.0,0.003,2.284,0.66,-0.378,0.856,-0.064,car
-0.265,2.225,0.833,0.217,1.389,-0.0,0.003,0.838,-0.468,0.813,0.529,0.44,-0.008,1.178,-1.144,-0.002,1.318,0.219,0.077,0.758,1.095,0.388,1.127,0.0,0.858,0.347,-0.73,-0.746,1.753,0.532,-0.135,1.053,0.335,0.581,0.856,-0.068,car
0.133,-1.175,-1.274,-0.233,-0.766,-0.002,-0.016,-0.715,0.039,-0.109,0.094,0.0,0.153,-0.988,0.905,-0.449,-0.996,-0.293,0.74,-0.964,-0.944,-0.43,-0.905,-0.001,0.01,-1.066,-0.596,-0.29,0.94,0.415,0.075,-0.403,0.822,0.048,0.856,-0.416,noncar
0.09,1.253,1.319,0.001,1.643,0.078,-0.444,1.107,-0.088,-0.767,0.529,-0.812,-0.131,1.449,-1.272,0.804,1.318,0.724,0.422,1.378,1.19,-0.0,1.438,0.064,0.134,1.054,-0.73,0.13,-1.297,-0.374,-0.001,-0.403,-0.151,0.001,0.722,0.0,car
-0.8,0.646,0.347,0.0,0.565,-0.953,0.261,1.705,1.56,0.766,-0.775,-0.256,-0.362,0.997,-1.144,-0.349,0.933,0.012,0.006,0.0,1.445,-0.571,1.07,0.627,0.653,0.347,0.873,0.135,-0.483,0.822,0.002,-0.179,0.498,-0.001,-0.623,-0.017,noncar
-0.084,-1.175,-1.112,0.163,0.058,-0.876,0.018,-0.835,-0.975,-0.354,-0.341,-0.289,0.004,-0.597,0.521,-0.003,-0.611,-0.041,0.013,-1.102,-0.37,-0.002,-0.639,0.035,-0.119,-0.79,0.205,0.472,-0.077,-0.013,0.146,1.836,-0.638,-0.004,-0.623,-0.093,car
0.003,-1.054,-0.464,-0.009,-0.766,0.157,-0.009,-1.163,-0.722,0.514,-0.341,0.001,-0.45,-0.567,0.521,0.401,-0.611,0.085,0.282,-0.207,-0.37,-0.45,-0.633,0.056,0.005,-0.083,1.274,-0.013,0.737,-0.032,0.696,0.157,-1.287,-0.174,-1.429,-0.0,noncar
-0.564,1.253,0.995,0.028,1.453,0.033,-0.549,-0.028,-0.975,0.001,0.311,0.736,-0.884,1.178,-1.144,0.204,1.318,0.003,-0.008,0.965,0.999,-0.041,1.138,0.032,-0.417,1.422,-0.062,-0.162,0.533,0.635,0.649,0.829,-0.314,-0.004,0.184,-0.415,car
0.092,-1.054,-1.274,-0.495,-0.893,0.0,0.885,-0.715,-0.215,0.064,-0.558,0.412,0.134,-1.168,1.289,-0.993,-0.996,-0.038,0.007,-1.24,-1.23,-0.006,-1.058,0.173,-0.874,-1.65,-0.997,-0.076,-0.687,0.519,-0.264,0.157,0.984,0.355,0.99,0.905,noncar
-0.02,-0.082,-0.464,0.007,-1.147,-0.02,-0.556,-1.373,-1.356,-0.642,-0.341,0.0,-0.375,-1.018,1.289,-0.011,-0.996,0.005,0.017,-0.275,-0.784,-0.037,-1.007,0.065,0.78,-0.605,0.74,-0.098,1.957,-0.001,0.0,-0.067,-0.638,-0.415,-1.429,0.68,noncar
-0.368,-1.175,-0.788,0.365,-0.703,0.041,0.293,-1.134,-0.849,-0.158,-0.341,-0.22,-0.001,-0.567,0.521,-0.319,-0.611,-0.176,0.306,-0.964,-0.689,-0.033,-0.622,0.1,-0.013,-0.298,1.007,-0.131,1.143,0.596,0.179,-1.299,-1.449,-0.481,-1.295,0.161,car
-0.043,-0.325,0.671,-0.054,0.248,-0.0,-0.417,0.779,0.166,-0.338,-0.123,0.1,-0.101,0.245,-0.504,0.02,0.161,-0.072,-0.167,0.551,0.458,0.019,0.187,0.0,-0.033,0.808,-0.73,0.012,0.127,-0.0,0.0,-0.851,0.498,0.069,0.318,0.291,car
0.036,0.525,0.347,-0.01,1.706,-0.322,-0.001,0.988,-0.342,-0.018,0.529,0.277,0.482,0.907,-0.888,0.049,0.933,0.769,0.605,0.413,0.585,0.008,0.827,0.01,0.53,-0.298,-1.531,-0.168,-1.093,0.029,0.255,2.284,0.822,-0.241,1.663,0.114,car
-0.143,0.889,0.995,-0.036,1.009,0.318,-0.19,0.749,-0.215,-0.132,0.311,-0.826,0.731,0.787,-0.888,0.002,0.547,0.001,-0.829,0.896,0.968,-0.005,0.748,-0.015,0.197,1.361,-0.73,-0.797,-1.297,0.277,-0.019,-0.291,0.498,-0.785,0.722,0.0,car
0.368,-0.447,0.347,0.953,-0.576,0.387,-0.872,-0.984,-0.468,-0.062,0.529,-0.013,0.01,-0.236,0.136,0.017,-0.225,0.0,0.039,0.345,-0.53,-0.327,-0.362,0.132,0.857,0.316,0.606,0.227,0.94,0.084,0.277,-0.515,-0.962,0.265,-0.623,-0.185,noncar
-0.039,-0.325,-1.436,0.377,-1.401,0.06,0.001,-1.283,-0.722,0.26,-0.558,0.0,-0.034,-1.499,1.929,0.001,-1.382,-0.28,0.321,-1.24,-1.581,-0.665,-1.296,0.126,-0.006,-1.742,-0.73,-0.241,-0.077,-0.253,0.177,0.157,0.498,-0.849,0.318,-0.596,noncar
0.059,0.646,0.833,0.062,0.375,0.383,0.007,1.047,0.292,-0.51,0.311,0.004,0.197,0.486,-0.76,0.122,0.547,-0.0,-0.005,0.758,0.649,-0.207,0.436,-0.133,-0.075,0.562,-0.863,-0.274,1.143,0.129,-0.727,-0.179,0.822,-0.002,0.722,0.173,car
-0.382,1.011,1.319,0.35,1.199,-0.048,-0.029,2.063,1.307,-0.101,-0.993,0.449,-0.457,2.08,-1.656,-0.081,2.09,0.436,0.056,1.033,2.496,0.042,2.287,-0.0,0.782,2.068,1.675,-0.456,0.127,0.0,-0.044,1.053,-0.8,0.026,-1.564,0.232,noncar
0.0,-0.568,0.184,-0.003,-0.513,0.197,-0.695,-1.014,-0.342,-0.215,0.094,0.005,-0.72,-0.356,0.393,0.28,-0.225,-0.033,0.008,0.689,-0.593,-0.454,-0.475,-0.077,-0.937,0.071,0.873,0.005,1.143,0.004,0.288,-1.075,-0.8,0.196,-0.623,-0.008,noncar
-0.19,0.889,1.157,0.058,1.199,0.0,-0.042,0.838,0.039,-0.848,0.094,-0.387,-0.0,0.576,-0.76,-0.005,0.547,0.911,0.024,0.965,0.617,0.747,0.493,-0.233,0.42,0.869,-0.73,0.069,1.55,-0.905,0.132,0.269,0.66,-0.052,0.856,-0.183,car
-0.12,0.16,1.967,-0.053,1.389,0.561,-0.04,1.764,1.56,0.888,0.311,0.086,-0.043,1.298,-1.272,-0.742,1.318,0.0,0.018,1.86,1.127,0.669,1.302,0.505,0.468,1.484,0.205,-0.66,-1.297,0.173,-0.0,-0.963,-0.476,-0.06,-0.354,-0.303,car
-0.096,0.889,1.319,0.056,0.565,0.15,0.284,0.749,0.419,0.03,-0.558,0.079,-0.02,1.058,-1.144,-0.004,0.933,-0.234,-0.188,0.896,1.35,0.581,1.11,-0.386,0.096,1.207,0.74,-0.782,-0.28,0.0,0.022,0.157,0.498,-0.006,-0.488,-0.003,noncar
-0.006,-0.325,-0.95,-0.0,-0.006,-0.03,-0.523,-0.148,0.799,0.001,0.311,-0.817,-0.764,-0.777,0.649,-0.181,-0.611,0.822,0.395,-0.758,-0.784,0.188,-0.747,-0.025,-0.737,-0.513,-0.596,-0.022,1.347,0.125,0.113,-0.403,0.335,0.042,0.722,-0.883,noncar
0.509,-0.325,0.184,0.082,-0.449,-0.001,-0.871,0.48,1.687,-0.316,-0.341,0.109,0.435,-0.446,0.136,-0.513,-0.611,0.887,-0.017,-0.069,-0.338,-0.178,-0.441,-0.021,0.001,0.531,-0.062,0.016,0.33,-0.002,0.007,-0.515,0.498,0.041,0.453,-0.065,noncar
-0.003,0.039,-1.274,-0.0,-0.513,-0.493,0.136,0.002,-0.342,-0.0,-0.341,0.168,0.0,-0.206,0.008,-0.07,-0.225,0.554,-0.284,-1.033,-0.338,0.0,-0.26,-0.511,-0.071,-1.374,-1.264,-0.008,-0.077,0.0,-0.081,-0.739,1.471,0.411,1.125,0.639,car
0.337,-0.204,-1.112,-0.017,-0.513,-0.043,-0.01,0.271,0.039,0.259,0.094,-0.0,0.001,-0.236,0.008,0.737,-0.225,-0.224,-0.104,-0.896,-0.243,0.048,-0.294,0.131,0.179,-1.312,-1.264,0.694,0.127,0.884,0.164,1.836,1.309,0.748,1.394,-0.016,car
-0.0,0.16,-0.302,-0.0,-0.703,-0.073,0.122,-0.297,0.292,-0.011,-0.558,-0.458,-0.236,-0.717,0.521,0.324,-0.611,0.018,0.014,-0.482,-0.625,-0.102,-0.667,-0.034,0.291,-0.114,-0.73,0.06,0.33,0.175,-0.032,-0.963,0.984,-0.446,0.587,-0.793,noncar
0.667,1.496,1.157,-0.32,1.199,0.05,0.072,1.316,0.292,-0.054,0.529,0.031,-0.0,0.967,-1.016,-0.01,0.933,0.001,0.77,0.689,0.808,0.394,0.946,0.025,-0.46,0.9,-0.997,-0.036,-0.89,0.007,-0.003,-0.963,0.498,-0.392,1.125,-0.0,car
-0.152,-1.54,-0.302,-0.065,-0.893,0.571,-0.241,-0.895,0.039,-0.0,-0.341,0.016,-0.001,-0.597,0.649,0.082,-0.611,-0.935,-0.0,-0.207,-0.53,-0.003,-0.662,0.002,-0.746,-0.114,1.407,0.056,-1.093,-0.713,-0.085,0.157,-1.449,0.6,-1.564,-0.348,noncar
0.973,-0.204,-0.302,0.0,-0.766,-0.0,0.16,-1.343,-1.229,-0.006,-0.558,0.06,-0.117,-0.898,1.033,-0.863,-0.996,-0.0,-0.014,-0.275,-0.784,0.134,-0.894,0.0,0.237,-0.083,0.873,0.51,-0.483,-0.0,0.0,0.381,-0.962,0.284,-1.429,-0.357,noncar
-0.941,-1.297,0.022,-0.191,-0.576,0.564,-0.518,-0.237,0.799,0.009,-0.123,0.004,0.627,-0.807,0.649,0.001,-0.996,-0.0,0.032,-0.275,-0.625,0.485,-0.764,0.005,0.136,0.132,-0.195,0.52,0.737,-0.036,-0.488,-1.075,0.335,-0.193,0.453,-0.219,noncar
-0.241,1.132,1.967,0.125,1.453,-0.111,0.337,1.555,0.926,-0.047,0.529,-0.588,-0.048,1.479,-1.4,-0.129,1.318,-0.074,0.638,1.722,1.19,0.03,1.506,-0.327,0.001,2.314,0.072,0.075,0.737,-0.11,-0.173,-1.187,-0.314,0.002,-0.085,0.004,car
0.071,0.525,-0.464,0.028,0.502,-0.293,-0.664,0.689,-0.088,0.861,0.094,0.152,0.448,0.276,-0.504,-0.001,0.161,-0.007,-0.241,-0.275,0.012,-0.0,0.227,0.006,-0.166,-1.128,-1.531,-0.265,-0.687,-0.005,0.027,-0.515,1.633,0.069,1.663,0.026,car
-0.004,-0.447,-0.626,-0.018,-1.274,0.55,-0.296,-0.655,-0.215,-0.187,-0.558,0.243,0.043,-1.228,1.417,0.071,-0.996,0.866,0.474,-0.482,-1.262,0.756,-1.097,-0.005,-0.008,-0.544,-1.531,0.001,1.347,-0.091,-0.839,-0.963,1.958,0.003,1.663,-0.072,noncar
0.762,1.496,1.157,-0.629,1.58,-0.242,-0.135,1.257,0.039,0.07,-0.123,0.003,-0.01,0.937,-1.016,-0.944,0.933,0.472,-0.203,0.896,0.936,0.001,0.917,-0.085,0.0,0.777,-0.73,-0.001,0.533,-0.005,-0.514,0.493,0.822,0.337,0.722,0.797,car
0.763,0.403,0.347,-0.026,-0.069,-0.686,-0.271,0.42,0.292,0.059,-0.123,-0.001,0.085,-0.025,-0.248,-0.33,-0.225,0.229,0.073,0.138,0.139,-0.013,-0.079,-0.336,0.977,0.224,-0.329,0.002,0.94,0.0,-0.328,-1.187,0.498,0.409,0.318,0.377,car
-0.233,-1.054,-0.788,-0.535,-1.02,-0.222,0.014,-1.432,-1.229,-0.0,-0.993,0.876,0.004,-0.507,0.393,0.025,-0.611,0.257,0.007,-1.033,-0.593,0.202,-0.565,0.793,0.006,-0.36,1.942,0.123,1.347,-0.422,-0.144,-1.075,-1.449,0.001,-1.698,0.019,car
-0.048,0.768,0.671,0.01,-0.132,-0.045,-0.935,1.107,1.053,0.772,-0.558,-0.19,-0.327,0.426,-0.76,-0.003,0.161,-0.008,-0.316,0.551,0.553,-0.057,0.436,-0.901,0.068,0.716,0.072,-0.061,-0.687,-0.031,-0.04,0.045,1.471,-0.267,0.453,-0.941,noncar
0.859,-1.418,-0.302,-0.007,-0.703,-0.012,-0.017,-0.446,0.799,0.071,-0.341,0.684,0.24,-0.567,0.521,0.847,-0.611,-0.186,-0.432,-0.344,-0.561,0.007,-0.622,0.051,0.838,-0.052,0.74,0.001,0.127,0.299,0.086,-0.179,-1.287,0.113,-1.295,-0.005,noncar
-0.018,-1.904,-0.302,-0.001,-0.766,-0.017,0.009,-0.655,0.419,0.038,-0.123,-0.0,0.3,-0.657,0.649,-0.505,-0.611,-0.467,0.001,-0.207,-0.625,0.407,-0.684,-0.087,0.111,-0.206,0.606,0.575,-1.093,0.008,-0.834,-0.067,-1.287,0.094,-1.295,0.535,noncar
-0.375,0.282,1.481,0.003,1.389,0.168,-0.002,0.181,-0.468,-0.428,0.311,-0.008,-0.214,1.389,-1.272,0.001,1.318,0.0,0.561,1.86,1.031,0.111,1.37,-0.003,-0.284,1.453,0.339,-0.004,1.347,0.224,-0.588,1.165,-0.476,0.002,-0.219,-0.027,car
0.265,1.375,0.995,-0.0,1.643,0.094,0.004,0.958,0.039,-0.227,0.529,-0.023,0.291,1.539,-1.4,-0.005,1.704,0.536,0.928,1.033,1.382,0.31,1.534,-0.234,0.411,0.839,-0.062,-0.185,1.143,-0.845,-0.773,0.381,0.011,0.177,0.587,0.133,car
-0.015,-0.204,-0.788,0.001,-1.274,-0.011,0.699,-0.745,-0.342,-0.085,-0.123,0.495,-0.014,-1.259,1.417,-0.0,-1.382,0.0,0.156,-0.62,-1.262,-0.134,-1.126,0.0,0.014,-0.759,-1.397,-0.755,1.347,0.0,0.261,-1.299,2.444,-0.578,1.931,-0.04,noncar
-0.615,-0.325,-0.14,0.01,-1.02,0.026,0.012,-0.536,0.166,-0.076,-0.341,0.024,-0.028,-0.958,0.905,0.488,-0.996,0.355,-0.156,-0.138,-0.721,-0.109,-0.905,-0.612,0.002,-0.237,-0.062,-0.127,-1.093,0.218,-0.009,-0.403,-0.151,0.007,-0.219,-0.0,noncar
0.013,1.253,1.643,0.099,1.706,0.471,0.0,1.824,0.673,0.001,0.746,-0.008,-0.312,1.479,-1.4,0.279,1.318,0.001,-0.0,1.791,1.318,-0.127,1.506,0.002,0.09,1.576,-0.73,-0.44,0.33,-0.548,-0.39,1.053,0.335,-0.004,0.856,0.003,car
-0.008,1.375,0.833,-0.091,0.692,-0.0,0.012,0.121,-0.975,0.025,-0.993,-0.005,0.011,1.599,-1.4,0.193,1.704,0.273,0.701,0.758,2.082,0.794,1.67,0.229,-0.905,0.962,1.407,0.08,-0.483,0.143,0.657,-0.067,-0.476,-0.056,-1.564,-0.051,noncar
-0.35,1.618,1.805,-0.357,1.453,0.069,0.065,0.988,-0.088,-0.503,0.529,-0.287,-0.011,1.569,-1.4,0.599,1.704,-0.011,0.0,2.136,1.445,0.059,1.613,0.343,-0.239,1.146,-0.062,-0.016,1.753,-0.533,-0.019,-1.299,0.011,-0.397,0.049,-0.026,car
0.215,-1.418,-0.788,0.458,-0.576,0.539,0.747,-0.835,-0.595,0.146,-0.123,0.087,-0.081,-0.476,0.393,-0.074,-0.611,0.045,0.581,-1.033,-0.498,-0.005,-0.554,-0.657,-0.015,-0.667,0.339,-0.0,0.94,0.0,0.248,-0.403,-1.287,-0.656,-1.16,-0.682,car
-0.024,0.403,1.643,0.566,1.389,-0.003,0.122,1.496,1.18,-0.007,0.094,0.049,-0.474,1.268,-1.144,-0.734,1.318,0.009,-0.986,1.585,1.063,0.031,1.234,-0.003,0.102,1.484,0.205,-0.94,-1.093,-0.046,0.0,1.276,-0.476,-0.424,0.049,0.585,car
-0.002,0.889,1.643,-0.864,1.199,-0.584,0.033,0.42,-0.595,0.64,0.963,-0.011,0.231,1.689,-1.4,-0.073,1.704,0.08,-0.001,1.998,1.159,-0.652,1.704,-0.0,-0.013,0.9,-0.195,0.093,-0.28,-0.965,-0.007,-0.291,-0.476,0.22,0.318,-0.082,car
0.001,-0.568,0.184,-0.008,-0.259,0.383,0.905,-0.566,0.166,0.273,0.529,-0.005,0.648,-0.266,0.265,0.354,-0.225,-0.352,-0.369,0.827,-0.593,-0.003,-0.413,-0.691,-0.0,0.04,0.072,0.133,-0.28,0.75,-0.742,-0.403,-0.638,0.289,-0.219,0.001,noncar
-0.998,0.039,0.022,0.003,0.438,-0.001,0.45,1.316,1.18,-0.15,-0.775,-0.135,-0.864,0.516,-0.76,0.348,0.547,0.183,-0.631,-0.207,0.49,-0.123,0.527,0.381,-0.697,0.224,-0.195,-0.833,-0.483,0.034,0.002,0.045,0.984,0.372,0.318,-0.0,noncar
0.318,-0.932,-0.464,0.828,-1.147,-0.35,-0.412,-1.402,-0.975,0.014,-0.558,0.003,-0.01,-0.627,0.649,0.302,-0.611,0.383,-0.165,-0.344,-0.593,0.944,-0.684,-0.168,0.156,-0.114,1.942,0.09,-1.093,0.246,0.931,-1.075,-1.611,0.871,-1.833,-0.021,noncar
0.0,1.253,1.643,-0.941,1.136,0.142,-0.033,0.958,0.546,-0.012,0.311,0.0,-0.652,1.358,-1.272,-0.934,1.318,-0.581,0.464,1.722,1.127,-0.067,1.359,0.0,-0.09,1.422,0.205,0.0,-1.093,0.076,-0.777,-1.299,-0.638,0.005,-0.219,-0.008,car
0.053,1.253,1.481,0.926,0.565,-0.719,0.87,1.197,0.673,0.709,0.529,0.006,0.0,1.479,-1.272,-0.464,1.318,-0.649,0.023,1.516,1.095,0.33,1.455,-0.779,-0.041,0.654,0.205,0.0,-0.483,0.075,0.467,0.941,-0.314,0.055,0.049,0.919,car
0.0,0.039,0.184,-0.021,-0.196,-0.067,0.123,0.36,0.039,0.03,-0.123,0.286,-0.249,-0.055,-0.12,-0.623,-0.225,0.001,0.0,0.0,0.044,-0.133,-0.124,0.057,0.016,0.562,-0.73,-0.986,1.143,-0.029,-0.133,0.269,0.335,0.011,0.318,0.0,car
0.021,-0.932,-1.112,0.012,-0.386,-0.072,-0.943,-0.775,-0.342,0.009,-0.123,-0.127,-0.064,-0.807,0.777,-0.364,-0.996,-0.001,-0.693,-1.171,-0.689,-0.567,-0.786,-0.382,-0.347,-1.128,-0.195,-0.048,-0.28,0.04,0.0,-0.291,0.011,-0.776,0.049,0.055,noncar
0.779,-0.447,0.509,-0.048,-0.259,0.0,0.218,-0.775,-0.215,0.224,0.529,0.001,0.022,-0.236,0.265,0.001,-0.225,-0.736,0.291,0.758,-0.53,0.002,-0.373,0.091,-0.005,0.347,0.339,-0.298,-0.89,0.024,0.001,-1.187,-0.8,0.573,-0.354,0.175,noncar
-0.248,-1.297,0.184,0.35,-0.703,0.33,0.084,-0.387,1.053,0.172,-0.558,0.106,-0.73,-0.537,0.393,0.022,-0.611,-0.102,-0.191,-0.069,-0.466,0.967,-0.577,-0.369,-0.729,0.716,1.007,-0.011,-0.687,0.0,0.002,-0.179,-1.287,0.003,-1.295,-0.004,noncar
-0.835,1.253,1.967,-0.12,1.326,0.066,-0.021,1.585,1.307,0.173,0.746,-0.074,-0.215,1.569,-1.4,-0.999,1.704,-0.15,0.0,1.998,1.095,-0.009,1.574,0.418,-0.191,1.33,-0.062,0.068,0.94,-0.004,0.008,-0.067,-0.476,0.384,-0.085,-0.147,car
-0.029,-0.082,0.022,-0.185,-0.069,0.086,0.611,0.241,0.292,-0.002,-0.341,0.947,0.588,-0.266,0.008,0.436,-0.225,0.001,0.0,-0.069,-0.275,0.484,-0.322,0.009,0.001,0.409,-0.329,-0.259,0.94,0.004,0.725,-0.179,0.498,-0.214,0.453,-0.302,car
-0.034,-1.418,-0.95,-0.606,0.248,-0.539,-0.036,-0.865,-0.975,-0.096,-0.341,-0.0,-0.016,-0.476,0.521,0.0,-0.611,0.033,0.032,-0.964,-0.466,0.013,-0.577,0.021,-0.117,-1.097,-0.195,-0.392,0.94,0.452,0.017,0.605,-0.962,-0.628,-0.892,0.017,car
0.0,1.011,0.995,0.664,1.643,0.742,-0.99,0.719,-0.595,-0.007,0.311,0.051,0.026,1.298,-1.272,0.824,1.318,0.834,-0.473,0.965,0.968,0.111,1.263,0.354,0.309,0.286,-0.863,0.151,0.127,0.059,0.012,0.941,0.335,-0.002,0.722,0.579,car
-0.026,1.739,1.481,-0.148,1.706,-0.204,-0.72,0.599,-0.595,0.064,0.529,0.138,0.05,1.539,-1.272,-0.025,1.704,0.014,-0.0,1.791,1.286,0.072,1.523,-0.004,-0.138,1.207,-0.329,0.002,1.143,0.003,-0.447,1.165,0.011,-0.0,0.722,0.976,car
0.02,0.403,0.022,0.573,-0.386,0.035,0.731,0.181,-0.215,0.026,0.094,0.449,0.004,-0.356,0.136,-0.002,-0.225,0.45,-0.002,0.069,-0.275,0.348,-0.396,0.786,-0.464,-0.175,-1.264,0.937,1.957,0.567,0.021,-0.067,1.471,-0.185,1.394,-0.0,car
-0.047,-1.054,-0.302,-0.071,-1.02,-0.379,-0.072,-1.163,-0.595,-0.177,-0.558,-0.05,-0.136,-0.537,0.521,0.001,-0.611,-0.001,-0.232,-0.344,-0.498,-0.007,-0.605,0.193,-0.001,-0.206,1.808,-0.158,-0.483,-0.75,0.364,-0.403,-1.449,0.0,-1.698,0.028,noncar
0.207,1.011,1.481,0.822,1.009,-0.389,0.0,0.241,-0.722,-0.008,0.311,0.592,-0.32,1.509,-1.272,0.002,1.704,-0.409,-0.049,1.585,0.968,0.025,1.506,-0.032,-0.398,1.484,-0.062,0.297,-0.28,0.46,0.004,0.493,-0.476,0.006,0.049,0.048,car
-0.144,1.496,1.481,-0.001,1.453,-0.065,-0.003,-0.148,-1.736,0.159,-0.775,0.726,0.547,2.351,-1.784,-0.269,2.476,0.086,0.321,1.171,2.56,-0.001,2.553,0.839,-0.902,2.098,1.541,0.078,1.143,-0.049,0.024,-1.299,-1.287,-0.309,-1.833,-0.028,noncar
0.0,0.039,0.022,0.023,-0.64,-0.117,0.216,0.301,0.926,0.164,-0.558,0.43,0.007,-0.386,0.008,-0.466,-0.611,-0.224,0.109,-0.275,-0.243,0.34,-0.379,-0.11,-0.183,0.501,-0.462,-0.766,-0.28,-0.681,-0.002,-0.851,0.66,-0.426,0.318,-0.005,noncar
-0.048,1.496,1.643,-0.096,1.009,-0.115,0.379,1.645,0.799,0.256,0.529,-0.206,0.076,1.389,-1.272,0.001,1.318,0.084,0.706,1.516,1.063,0.013,1.353,0.001,-0.501,1.207,-0.596,-0.78,-0.89,-0.618,-0.0,1.836,0.011,-0.028,0.722,-0.274,car
0.0,0.039,-0.302,-0.46,-0.006,0.027,-0.173,-0.984,-0.975,0.285,0.311,-0.358,0.485,-0.416,0.265,-0.445,-0.611,-0.977,-0.192,0.069,-0.402,-0.721,-0.458,0.002,0.001,-0.421,0.205,0.019,-1.093,0.024,0.499,-0.739,-0.476,0.47,0.184,0.004,noncar
-0.023,-0.69,-1.436,0.991,-1.844,0.003,0.227,-1.671,-0.595,0.018,-1.21,0.101,-0.505,-1.529,2.057,0.088,-1.382,-0.003,0.185,-1.378,-1.644,0.68,-1.335,0.002,0.0,-1.189,2.075,0.007,0.127,-0.157,-0.336,0.157,-1.449,0.118,-1.698,-0.513,noncar
0.43,1.011,1.481,-0.2,1.009,-0.648,0.003,-0.058,-1.102,0.0,0.311,-0.594,-0.395,1.449,-1.272,-0.068,1.318,-0.043,0.953,1.791,1.254,0.086,1.427,0.005,-0.001,1.484,-0.062,-0.004,-1.297,0.61,-0.017,2.06,-0.314,-0.527,0.318,-0.399,car
-0.015,0.889,1.805,0.307,1.136,-0.209,0.568,1.047,0.039,-0.039,0.746,0.012,0.0,1.749,-1.4,-0.026,1.704,0.367,-0.928,2.067,1.35,0.262,1.795,0.158,0.05,0.9,0.072,0.218,-1.297,-0.095,-0.001,-0.179,-0.476,-0.226,0.184,-0.468,car
